N,T,malla,n_pmc,m,m_err,e_enunciado,e_enunciado_err,e_por_spin,e_por_spin_err,c,c_err,chi,chi_err,binder,binder_err
32,2.026086956521739,grueso,3000000,0.9021465494791666,0.00019464188363668708,-27.616554166666667,0.005516263290314598,-1.7260346354166667,0.0003447664556446624,1.580657254758246,0.013012237168387028,0.4789933525439821,0.010033484197751685,0.6651857454117536,2.5956996751365622e-05
32,2.0521739130434784,grueso,3000000,0.8917612630208334,0.00020372588681603565,-27.277214583333333,0.005546716780318918,-1.7048259114583333,0.0003466697987699324,1.6999054057472969,0.013634882258442265,0.5812716410841218,0.009122760999276789,0.6648139689340814,2.468535117171003e-05
32,2.0782608695652174,grueso,3000000,0.87998125,0.00026704275787719974,-26.918585416666666,0.007299903058575379,-1.6824115885416666,0.0004562439411609612,1.85149734151887,0.017471153006072382,0.7520315204671878,0.011158948800887252,0.6642166178556448,3.242322593989786e-05
32,2.1043478260869564,grueso,3000000,0.865514453125,0.00042340443161981986,-26.5147375,0.006255281254794708,-1.65717109375,0.0003909550784246692,2.0325947924027896,0.020131328713242868,1.121198958181608,0.10398708643264637,0.6631926792214351,0.00014254192142001412
32,2.130434782608696,grueso,3000000,0.8499564453125,0.000682332161044481,-26.105320833333334,0.006604533548017523,-1.6315825520833334,0.0004127833467510952,2.266009913878879,0.01956107397544671,1.4772645797988007,0.07939426179337128,0.6619330365999663,0.00011224262680573236
32,2.1565217391304348,grueso,3000000,0.8311412109375,0.000464018212098627,-25.6430125,0.011989593168717111,-1.60268828125,0.0007493495730448195,2.491525675449322,0.022310546334364852,1.9245875962961152,0.06200497900659081,0.6601520256226733,0.0001198364243082168
32,2.1826086956521737,grueso,3000000,0.8057684895833334,0.0007053718622746579,-25.124491666666668,0.010617256083647842,-1.5702807291666667,0.0006635785052279901,2.844917500370663,0.025914093389809253,3.172916758766341,0.10542288181614931,0.6562571557225907,0.00021161052030537194
32,2.208695652173913,grueso,3000000,0.7742145182291666,0.0012391200018193225,-24.546804166666668,0.010446832298682434,-1.5341752604166667,0.0006529270186676521,3.181149289633858,0.02734118127267941,4.930690252216674,0.1472210316626727,0.650340758482578,0.0002970356912906919
32,2.234782608695652,grueso,3000000,0.7304934244791667,0.0030657052445248823,-23.898808333333335,0.025237629779653464,-1.4936755208333334,0.0015773518612283415,3.6761668283775144,0.044778095404181525,8.343180794208084,0.3551256936285997,0.6383473536106168,0.0009110913445883514
32,2.2608695652173916,grueso,3000000,0.67481953125,0.0017538167647254306,-23.169783333333335,0.019432598722991967,-1.4481114583333334,0.001214537420186998,4.059502626078859,0.03223475269395995,12.246256600925458,0.2694663218017629,0.619660315658823,0.0008835640610360718
32,2.2869565217391306,grueso,3000000,0.6039142578125,0.0022976332797188777,-22.39630625,0.018957044741920108,-1.399769140625,0.0011848152963700067,4.374248417311317,0.034688197688663096,17.324924864843535,0.2552643655544132,0.5863861843615499,0.0013772901601978272
32,2.3130434782608695,grueso,3000000,0.5317880859375,0.0022792140277812026,-21.623539583333333,0.015572694021792198,-1.3514712239583333,0.0009732933763620124,4.295990055796132,0.03311915165319991,19.77246156853925,0.2275161762085429,0.5464207716806745,0.001916038758205905
32,2.339130434782609,grueso,3000000,0.45397408854166665,0.0021667139501900462,-20.858314583333332,0.012037371706811788,-1.3036446614583332,0.0007523357316757367,4.041457964212016,0.0316059333836661,20.587426460804227,0.1629459715483341,0.48811228953830854,0.0027341469217141874
32,2.365217391304348,grueso,3000000,0.3850537760416667,0.004050373849208138,-20.17383125,0.01871936190535655,-1.260864453125,0.0011699601190847844,3.635179003081992,0.031474109160826276,19.262639996461704,0.16334506644835642,0.4201890333358712,0.0033298252563530827
32,2.391304347826087,grueso,3000000,0.3309664713541667,0.0028068289653729954,-19.588291666666667,0.011520822464066742,-1.2242682291666667,0.0007200514040041714,3.2223473039140984,0.024751858842596203,16.931348547303102,0.10646516202467751,0.35558556227439275,0.0031534127164479274
32,2.4173913043478263,grueso,3000000,0.2869404296875,0.0014921634586938448,-19.051322916666667,0.009994265554463005,-1.1907076822916667,0.0006246415971539378,2.869970378642421,0.020136861274036508,14.182614935194422,0.09561231009241518,0.297390594776371,0.003160967199445502
32,2.4434782608695653,grueso,3000000,0.249987890625,0.0013034797765268363,-18.59736875,0.0078580286285997,-1.162335546875,0.0004911267892874812,2.5980517759961828,0.02007669159115932,11.870881013392465,0.10572390586049454,0.23097078151364314,0.002130158118215158
32,2.4695652173913043,grueso,3000000,0.22528274739583334,0.0017289220295583312,-18.166095833333333,0.012455089063029614,-1.1353809895833333,0.0007784430664393508,2.3951608755293674,0.02181949794032826,9.977302451956868,0.07671862845540861,0.20215902751771042,0.004587885856833036
32,2.4956521739130437,grueso,3000000,0.205026953125,0.0010655410478627807,-17.77311041666667,0.008134947356287961,-1.1108194010416668,0.0005084342097679976,2.247983114677896,0.018356479482602106,8.535608672592735,0.06549338302850759,0.16490421020576795,0.0047437287990920556
32,2.5217391304347827,grueso,3000000,0.18764817708333334,0.0008844791272541516,-17.420141666666666,0.012123487480062627,-1.0887588541666666,0.0007577179675039142,2.1155071865565365,0.01570810288072787,7.33401684296815,0.060182869275592014,0.13678600159085408,0.005141484836978943
32,2.5478260869565217,grueso,3000000,0.17253053385416667,0.0009734725047830179,-17.074191666666668,0.00785139912348511,-1.0671369791666667,0.0004907124452178193,2.0105886854995214,0.01139483239288608,6.19601981718224,0.051147506018148874,0.1154453680294778,0.006000021377362003
32,2.573913043478261,grueso,3000000,0.1603533203125,0.0008558282007492556,-16.754216666666668,0.008845678227189001,-1.0471385416666668,0.0005528548891993126,1.8847351957675653,0.014866047414787725,5.3482035522265186,0.048635759419590745,0.10788353221057079,0.005121284298873187
32,2.6,grueso,3000000,0.151440625,0.0006752853726535052,-16.45414583333333,0.0064565597921239885,-1.0283841145833332,0.0004035349870077493,1.8471217942040905,0.015359171945833965,4.848055167628207,0.039101521592426795,0.08234019747957566,0.006890261745915884
32,2.7,grueso,1000000,0.123730078125,0.0012188326750325244,-15.41888125,0.01527247552123831,-0.963680078125,0.0009545297200773944,1.582522891145867,0.01758091195564524,3.1240680554976845,0.05919895162543942,0.058400902067295424,0.014310875076484231
32,2.8000000000000003,grueso,1000000,0.1050427734375,0.0008232107053243514,-14.52746875,0.015711156295163068,-0.907966796875,0.0009819472684476918,1.4411871637834597,0.021917376330495793,2.2844619592494415,0.032770017585179875,0.03970764588481124,0.016168839877781026
32,2.9,grueso,1000000,0.0937931640625,0.000933378262878935,-13.76283125,0.011005001024715966,-0.860176953125,0.0006878125640447479,1.3066559908943889,0.02083240796003875,1.7434140781115297,0.029552629362184245,0.026661287867400185,0.012969763046600325
32,3.0,grueso,1000000,0.085265625,0.001259326934814453,-13.09351875,0.012188297071623696,-0.818344921875,0.000761768566976481,1.194306178697957,0.0213841979911936,1.3773276875000002,0.03952035001733287,0.0323520915713047,0.01366569208785349
32,3.1,grueso,1000000,0.078095703125,0.0007257461547851562,-12.47655625,0.0197296142578125,-0.779784765625,0.0012331008911132812,1.1222600805947716,0.01802246452434177,1.153447801159274,0.016873690497019696,-0.006172426064688041,0.01595220371549374
32,3.2,grueso,1000000,0.072941796875,0.0005472476955106807,-11.908725,0.0103302001953125,-0.7442953125,0.0006456375122070312,1.0639601164062285,0.00916260639045954,0.9462391913574217,0.014147022342431852,0.03320051877404506,0.016403162230463633
32,3.3,grueso,1000000,0.068677734375,0.0005821193414102326,-11.41838125,0.008979586973443168,-0.713648828125,0.000561224185840198,0.9706776760890534,0.014911739851131053,0.8191167507102277,0.009658781403759926,0.028918172612925508,0.015261995683077319
32,3.4,grueso,1000000,0.0652232421875,0.0005181223938464541,-10.98230625,0.012332500329217727,-0.686394140625,0.000770781270576108,0.923658797748133,0.013852404534565481,0.722490151091452,0.01127642522904339,0.008991248122703355,0.017443947909818455
32,3.5,grueso,1000000,0.0617265625,0.0008955001831054688,-10.55105,0.011138916015624998,-0.659440625,0.0006961822509765624,0.851521597142859,0.013142501755126969,0.6289932857142856,0.00960576234890842,0.029483474893018724,0.013336923070252332
64,1.5,grueso,1000000,0.98650615234375,4.204475654647098e-05,-62.436665625,0.004501486450890845,-1.95114580078125,0.00014067145159033892,0.293748924764562,0.005405668117096039,0.02681254351531,0.0005334789547429156,0.6666532296587662,2.6728618637648946e-07
64,1.6,grueso,1000000,0.979646875,5.103061621820288e-05,-61.704759375,0.006253995385126477,-1.92827373046875,0.0001954373557852024,0.42076187673274035,0.005117452120956442,0.04292409531217345,0.0004308009612694061,0.6666434082521873,2.3340709975068682e-07
64,1.7,grueso,1000000,0.9701171875,7.640804014779845e-05,-60.744034375,0.0072058194174570035,-1.89825107421875,0.00022518185679553136,0.5755874475878099,0.007875291510385907,0.06925896139712089,0.0011789859139157363,0.666626024542627,6.901084592268299e-07
64,1.8,grueso,1000000,0.95690576171875,7.753144443593929e-05,-59.49901875,0.0060943536975988115,-1.8593443359375,0.00019044855304996286,0.7951341450522401,0.011389485325423084,0.11302200032559995,0.001826206914731862,0.6665945382335631,1.1719563195984199e-06
64,1.9,grueso,1000000,0.9382775390625,0.00016419905529983534,-57.901153125,0.010879264024296686,-1.80941103515625,0.00033997700075927143,1.0779311233349482,0.019007751099219067,0.19804557064138573,0.003329996276451875,0.6665281740532917,2.32828187623212e-06
64,2.0,grueso,3000000,0.9113034993489584,0.00010338085538777196,-55.85734479166667,0.006846757941268197,-1.7455420247395834,0.00021396118566463116,1.4372133710903654,0.01076745708878612,0.38658012848873113,0.0034382985205408563,0.6663663590041926,2.6354354735218752e-06
64,2.026086956521739,grueso,3000000,0.902268896484375,8.97001843348204e-05,-55.23299791666667,0.005164155135760828,-1.7260311848958334,0.00016137984799252588,1.5660499377143486,0.01421791557607973,0.47115800850107625,0.005363744632407042,0.6662893724784216,4.185725718785044e-06
64,2.0521739130434784,grueso,3000000,0.89178037109375,0.0001045954289834204,-54.55228854166667,0.005608941354982142,-1.7047590169270834,0.00017527941734319193,1.7310735711463952,0.015008602470767135,0.5921432617990723,0.006659908366510272,0.6661762734860976,5.37325821541374e-06
64,2.0782608695652174,grueso,3000000,0.88015390625,0.0001445071244533651,-53.83835416666667,0.005779720067092963,-1.6824485677083334,0.00018061625209665508,1.849173434484899,0.015743108489284084,0.7495164500675882,0.00900032085748329,0.6660243547974541,7.409140701221318e-06
64,2.1043478260869564,grueso,3000000,0.8661637369791667,0.00015265132083090716,-53.04788958333334,0.006433862329974955,-1.6577465494791668,0.00020105819781171734,2.072556486423159,0.021405684237617507,1.0082331161846687,0.01281841066160802,0.6657688552706806,1.1008939690026368e-05
64,2.130434782608696,grueso,3000000,0.8501812174479166,0.0001822863831748704,-52.1994375,0.0069467235535957345,-1.631232421875,0.0002170851110498667,2.253592358736717,0.01811185409606344,1.354245699294264,0.01896599017270993,0.6654106567736489,1.6040637852921505e-05
64,2.1565217391304348,grueso,3000000,0.8307386393229167,0.00027085291147107627,-51.27427708333333,0.006973234277290716,-1.6023211588541666,0.00021791357116533486,2.5040418187846156,0.02174356009920831,1.993834317538191,0.04472026189904877,0.6647411421318353,3.7459062152553085e-05
64,2.1826086956521737,grueso,3000000,0.8058336100260417,0.00040803114143678996,-50.2538125,0.00985025772191654,-1.570431640625,0.00030782055380989187,2.8618935197749695,0.022564663324746752,3.271953488791076,0.1288411787157918,0.663391827641535,0.000104592957894219
64,2.208695652173913,grueso,3000000,0.77303134765625,0.0007021339868368209,-49.08943541666667,0.010060020656862564,-1.5340448567708334,0.0003143756455269551,3.25697106437882,0.033235008591506486,5.662921469408841,0.25788024898472967,0.660700022718923,0.0002035433932534971
64,2.234782608695652,grueso,3000000,0.7215006510416667,0.001636544368616406,-47.7515375,0.014891578383667474,-1.492235546875,0.00046536182448960855,3.943934565900855,0.04262040607710453,15.826430714304902,1.2151630025366438,0.6514864472104349,0.0007482001200532579
64,2.2608695652173916,grueso,3000000,0.6402389322916666,0.003366177474787887,-46.146175,0.028132990344459412,-1.44206796875,0.0008791559482643566,4.747399139085875,0.06358423315252264,36.10730672319052,1.8229190555747588,0.6277827567989405,0.0019568589606940327
64,2.2869565217391306,grueso,3000000,0.509901806640625,0.005171542791847208,-44.30605,0.03801911482063249,-1.3845640625,0.0011880973381447654,5.150860952693423,0.04072281814789665,62.76379465403511,1.492038440122134,0.561889114480655,0.0037127880549584903
64,2.3130434782608695,grueso,3000000,0.37213642578125,0.005057155919250408,-42.559379166666666,0.02528687746418199,-1.3299805989583333,0.0007902149207556872,4.533404772643831,0.03397140709730956,67.00969593791581,0.7030361223662511,0.4471340506666518,0.005778324977212458
64,2.339130434782609,grueso,3000000,0.2734755045572917,0.002957150235662407,-41.10542083333333,0.014921607097341616,-1.2845444010416667,0.0004663002217919255,3.6404744100150896,0.041510116158715644,50.39751522261316,0.5505351056546849,0.3200295043680538,0.0037359977968017283
64,2.365217391304348,grueso,3000000,0.20792452799479166,0.0037281634301665587,-39.91039375,0.013503954504641067,-1.2471998046875,0.00042199857827003335,3.161931348364499,0.028955221481739644,36.10612502324029,0.4634413323994349,0.19122160376790243,0.00717208201801833
64,2.391304347826087,grueso,3000000,0.17009021809895833,0.0013867688703208187,-38.859659375,0.008522293707646513,-1.21436435546875,0.0002663216783639535,2.7770982738188734,0.022343619369677405,24.963152000948416,0.3055380930863681,0.14188519466730387,0.009294445863776115
64,2.4173913043478263,grueso,3000000,0.14184306640625,0.0012062817908138253,-37.90624583333334,0.00980215074120502,-1.1845701822916668,0.0003063172106626569,2.5695645374033367,0.02098843699792046,18.017862874863937,0.17704850764283045,0.1008797174078987,0.00731248596643386
64,2.4434782608695653,grueso,3000000,0.12482809244791666,0.0008758066165449406,-37.07544375,0.007425146588862282,-1.1586076171875,0.00023203583090194632,2.4313986239355256,0.018907738275348085,14.008323936006159,0.17426904457339282,0.08217958677040393,0.008168688637904464
64,2.4695652173913043,grueso,3000000,0.11043797200520833,0.0007278634390064508,-36.269227083333334,0.00905822288733032,-1.1334133463541667,0.0002830694652290725,2.2898063939189988,0.022567517585824565,11.105280071781493,0.1160353348406095,0.05383822020904938,0.007489593926806692
64,2.4956521739130437,grueso,3000000,0.10138792317708334,0.0006182494453802118,-35.513926041666664,0.007339117963688186,-1.1098101888020833,0.0002293474363652558,2.162385844365572,0.0174371426083582,9.289586676580718,0.09107465773791226,0.05341337561819648,0.007886168957736557
64,2.5217391304347827,grueso,3000000,0.092320166015625,0.000581916053759357,-34.811652083333335,0.006904195395355926,-1.0878641276041667,0.0002157561061048727,2.082505006307311,0.017021650787750586,7.79333836082632,0.07297817622885976,0.028372403713384564,0.010439531930002285
64,2.5478260869565217,grueso,3000000,0.08561886393229166,0.0008547345106685812,-34.137644791666666,0.0066373012523627825,-1.0668013997395833,0.00020741566413633695,1.9887177336356587,0.017233568717400383,6.698555104763511,0.050132928874825206,0.01738825221250173,0.007484711285519425
64,2.573913043478261,grueso,3000000,0.08009025065104167,0.00040499887325441203,-33.508471875,0.008156354730285876,-1.04713974609375,0.00025488608532143363,1.9238355576637662,0.01132377739944551,5.764443932050182,0.05062896892046186,0.021697505614171497,0.008903633462066384
64,2.6,grueso,3000000,0.074977294921875,0.0003283491185260982,-32.914510416666666,0.00984399224982211,-1.0285784505208333,0.00030762475780694095,1.8557164381344102,0.01362353844668008,4.945317634872042,0.053305310778212114,0.02553373660220204,0.008624767409095275
64,2.7,grueso,1000000,0.061786669921875,0.0006448626518249512,-30.838046875,0.010907866076494908,-0.96368896484375,0.0003408708148904659,1.6256128381800643,0.02339520245290954,3.2461776154477713,0.04881431853574619,0.022043670962590522,0.012778305413791395
64,2.8000000000000003,grueso,1000000,0.0531849609375,0.0009056925773620605,-29.0604375,0.01187292400332003,-0.908138671875,0.00037102887510375094,1.4527528515624712,0.02127985449624697,2.3324450474888394,0.03431207502223491,0.031390922747738026,0.007943737180376224
64,2.9,grueso,1000000,0.0469849609375,0.0007251501083374022,-27.520703125,0.010619983202672286,-0.86002197265625,0.00033187447508350895,1.3444571575294912,0.020945529746448498,1.758749557165948,0.026071521965846656,0.030705077468622943,0.013139680401917936
64,3.0,grueso,1000000,0.042802392578125,0.0005180835723876953,-26.15,0.010551502593327572,-0.8171875,0.0003297344560414866,1.2190424479167632,0.016423182379455586,1.4295990310904947,0.021204203734356167,0.00982347486911006,0.014833130454644428
64,3.1,grueso,1000000,0.03896416015625,0.0003044780730217062,-24.925309375,0.009767110083273956,-0.77891591796875,0.00030522219010231113,1.1303134097655738,0.014705043545150634,1.162015069947077,0.018575138729947236,-0.018453267106369076,0.01913357870241224
64,3.2,grueso,1000000,0.036300927734375,0.000296373801754236,-23.854890625,0.015618475033399625,-0.74546533203125,0.0004880773447937383,1.0430212496947888,0.019398483775061037,0.9516893180877684,0.011511377000695426,0.01245417366924928,0.016078620808017974
